,text,unit
10," The distance of the point $(1,-5,9)$ from the plane $x-y+z=5$ measured along the line $x=y=z$ is

(a) $3 \sqrt{10}$
(b) $10 \sqrt{3}$
(c) $\frac{10}{\sqrt{3}}$
(d) $\frac{20}{3}$
",3D
11," The length of the perpendicular drawn from the point $(2,1,4)$ to the plane containing the lines $\mathbf{r}=(\hat{\mathbf{i}}+\hat{\mathbf{j}})+\lambda(\hat{\mathbf{i}}+2 \hat{\mathbf{j}}-\hat{\mathbf{k}})$ and $\mathbf{r}=(\hat{\mathbf{i}}+\hat{\mathbf{j}})+\mu(-\hat{\mathbf{i}}+\hat{\mathbf{j}}-2 \hat{\mathbf{k}})$ is

(a) 3
(b) $\frac{1}{3}$
(c) $\sqrt{3}$
(d) $\frac{1}{\sqrt{3}}$
",3D
12," A plane which bisects the angle between the two given planes $2 x-y+2 z-4=0$ and $x+2 y+2 z-2=0$, passes through the point

(a) $(1,-4,1)$
(b) $(1,4,-1)$
(c) $(2,4,1)$
(d) $(2,-4,1)$
",3D
13," If the line $\frac{x-2}{3}=\frac{y+1}{2}=\frac{z-1}{-1}$ intersects the plane $2 x+3 y-z+13=0$ at a point $P$ and the plane $3 x+y+4 z=16$ at a point $Q$, then $P Q$ is equal to

(a) 14
(b) $\sqrt{14}$
(c) $2 \sqrt{7}$
(d) $2 \sqrt{14}$
",3D
14," A perpendicular is drawn from a point on the line $\frac{x-1}{2}=\frac{y+1}{-1}=\frac{z}{1}$ to the plane $x+y+z=3$ such that the foot of the perpendicular $Q$ also lies on the plane $x-y+z=3$. Then, the coordinates of $Q$ are

(a) $(-1,0,4)$
(b) $(4,0,-1)$
(c) $(2,0,1)$
(d) $(1,0,2)$
",3D
15," If the plane $2 x-y+2 z+3=0$ has the distances $\frac{1}{3}$ and $\frac{2}{3}$ units from the planes $4 x-2 y+4 z+\lambda=0$ and $2 x-y+2 z+\mu=0$, respectively, then the maximum value of $\lambda+\mu$ is equal to

(a) 13
(b) 15
(c) 5
(d) 9
",3D
16," If $Q(0,-1,-3)$ is the image of the point $P$ in the plane $3 x-y+4 z=2$ and $R$ is the point $(3,-1,-2)$, then the area (in sq units) of $\triangle P Q R$ is

(a) $\frac{\sqrt{91}}{2}$
(b) $2 \sqrt{13}$
(c) $\frac{\sqrt{91}}{4}$
(d) $\frac{\sqrt{65}}{2}$
",3D
17," Let $P$ be the plane, which contains the line of intersection of the planes, $x+y+z-6=0$ and $2 x+3 y+z+5=0$ and it is perpendicular to the $X Y$-plane. Then, the distance of the point $(0,0,256)$ from $P$ is equal to

(a) $63 \sqrt{5}$
(b) $205 \sqrt{5}$
(c) $\frac{11}{\sqrt{5}}$
(d) $\frac{17}{\sqrt{5}}$
",3D
18," A plane passing through the points $(0,-1,0)$ and $(0,0,1)$ and making an angle $\frac{\pi}{4}$ with the plane $y-z+5=0$, also passes through the point

(a) $(\sqrt{2}, 1,4)$
(b) $(-\sqrt{2}, 1,-4)$
(c) $(-\sqrt{2},-1,-4)$
(d) $(\sqrt{2},-1,4)$
",3D
19," If the line $\frac{x-1}{2}=\frac{y+1}{3}=\frac{z-2}{4}$ meets the plane, $x+2 y+3 z=15$ at a point $P$, then the distance of $P$ from the origin is

(a) $7 / 2$
(b) $9 / 2$
(c) $\sqrt{5} / 2$
(d) $2 \sqrt{5}$
",3D
20," The vector equation of the plane through the line of intersection of the planes $x+y+z=1$ and $2 x+3 y+4 z=5$, which is perpendicular to the plane $x-y+z=0$ is

(a) $\mathbf{r} \cdot(\hat{\mathbf{i}}-\hat{\mathbf{k}})-2=0$
(b) $\mathbf{r} \times(\hat{\mathbf{i}}+\hat{\mathbf{k}})+2=0$
(c) $\mathbf{r} \times(\hat{\mathbf{i}}-\hat{\mathbf{k}})+2=0$
(d) $\mathbf{r} \cdot(\hat{\mathbf{i}}-\hat{\mathbf{k}})+2=0$
",3D
21," The length of the perpendicular from the point $(2,-1,4)$ on the straight line, $\frac{x+3}{10}=\frac{y-2}{-7}=\frac{z}{1}$ is

(a) greater than 3 but less than 4
(b) less than 2
(c) greater than 2 but less than 3
(d) greater than 4
",3D
22," The magnitude of the projection of the vector $2 \hat{\mathbf{i}}+3 \hat{\mathbf{j}}+\hat{\mathbf{k}}$ on the vector perpendicular to the plane containing the vectors $\hat{\mathbf{i}}+\hat{\mathbf{j}}+\hat{\mathbf{k}}$ and $\hat{\mathbf{i}}+2 \hat{\mathbf{j}}+3 \hat{\mathbf{k}}$, is

(a) $\frac{\sqrt{3}}{2}$
(b) $\sqrt{6}$
(c) $3 \sqrt{6}$
(d) $\sqrt{\frac{3}{2}}$
",3D
23," The equation of a plane containing the line of intersection of the planes $2 x-y-4=0$ and $y+2 z-4=0$ and passing through the point $(1,1,0)$ is

(a) $x-3 y-2 z=-2$
(b) $2 x-z=2$
(c) $x-y-z=0$
(d) $x+3 y+z=4$
",3D
24," If an angle between the line, $\frac{x+1}{2}=\frac{y-2}{1}=\frac{z-3}{-2}$ and the plane,
 $\sqrt{\frac{5}{3}}$
$\begin{aligned} & k z=3 \text { is cos } \\ & \text { (b) } \sqrt{\frac{3}{5}}\end{aligned}$
$-1\left(\begin{array}{r}\frac{2 \sqrt{2}}{3}\end{array}\right)$,
value of $k$ is
",3D
25," Let $S$ be the set of all real values of $\lambda$ such that a plane passing through the points $\left(-\lambda^2, 1,1\right),\left(1,-\lambda^2, 1\right)$ and $\left(1,1,-\lambda^2\right)$ also passes through the point $(-1,-1,1)$. Then, $S$ is equal to

(a) $\{\sqrt{3},-\sqrt{3}\}$
(b) $\{3,-3\}$
(c) $\{1,-1\}$
(d) $\{\sqrt{3}\}$
",3D
26," The perpendicular distance from the origin to the plane containing the two lines, $\frac{x+2}{3}=\frac{y-2}{5}=\frac{z+5}{7}$ and $\frac{x-1}{1}=\frac{y-4}{4}=\frac{z+4}{7}$, is

(a) $11 \sqrt{6}$
(b) $\frac{11}{\sqrt{6}}$
(c) 11
(d) $6 \sqrt{11}$
",3D
27," Two lines $\frac{x-3}{1}=\frac{y+1}{3}=\frac{z-6}{-1}$ and $\frac{x+5}{7}=\frac{y-2}{-6}=\frac{z-3}{4}$ intersect at the point $R$. The reflection of $R$ in the $x y$-plane has coordinates

(a) $(2,-4,-7)$
(b) $(2,-4,7)$
(c) $(-2,4,7)$
(d) $(2,4,7)$
",3D
28," If the point $(2, \alpha, \beta)$ lies on the plane which passes through the points $(3,4,2)$ and $(7,0,6)$ and is perpendicular to the plane $2 x-5 y=15$, then $2 \alpha-3 \beta$ is equal to

(a) 17
(b) 7
(c) 5
(d) 12
",3D
29," The plane containing the line $\frac{x-3}{2}=\frac{y+2}{-1}=\frac{z-1}{3}$ and also containing its projection on the plane $2 x+3 y-z=5$, contains which one of the following points?

(a) $(-2,2,2)$
(b) $(2,2,0)$
(c) $(2,0,-2)$
(d) $(0,-2,2)$
",3D
30," The direction ratios of normal to the plane through the points $(0,-1,0)$ and $(0,0,1)$ and making an angle $\pi / 4$ with the plane $y-z+5=0$ are

(a) $2,-1,1$
(b) $\sqrt{2}, 1,-1$
(c) $2, \sqrt{2},-\sqrt{2}$
(d) $2 \sqrt{3}, 1,-1$
",3D
31," The plane which bisects the line segment joining the points $(-3,-3,4)$ and $(3,7,6)$ at right angles, passes through which one of the following points?

(a) $(4,-1,7)$
(b) $(2,1,3)$
(c) $(-2,3,5)$
(d) $(4,1,-2)$
",3D
32," On which of the following lines lies the point of intersection of the line, $\frac{x-4}{2}=\frac{y-5}{2}=\frac{z-3}{1}$ and the plane, $x+y+z=2$ ?

(a) $\frac{x-4}{1}=\frac{y-5}{1}=\frac{z-5}{-1}$
(b) $\frac{x+3}{3}=\frac{4-y}{3}=\frac{z+1}{-2}$
(c) $\frac{x-2}{2}=\frac{y-3}{2}=\frac{z+3}{3}$
(d) $\frac{x-1}{1}=\frac{y-3}{2}=\frac{z+4}{-5}$
",3D
33," The plane passing through the point $(4,-1,2)$ and parallel to the lines $\frac{x+2}{3}=\frac{y-2}{-1}=\frac{z+1}{2}$
and $\frac{x-2}{1}=\frac{y-3}{2}=\frac{z-4}{3}$ also passes through the point

(a) $(-1,-1,-1)$
(b) $(1,1,-1)$
(c) $(1,1,1)$
(d) $(-1,-1,1)$
",3D
34," Let $A$ be a point on the line $\mathbf{r}=(1-3 \mu) \hat{\mathbf{i}}+(\mu-1) \hat{\mathbf{j}}+(2+5 \mu) \hat{\mathbf{k}}$ and $B(3,2,6)$ be a point in the space. Then, the value of $\mu$ for which the vector $\mathbf{A B}$ is parallel to the plane $x-4 y+3 z=1$ is

(a) $\frac{1}{4}$
(b) $-\frac{1}{4}$
(c) $\frac{1}{8}$
(d) $\frac{1}{2}$
",3D
35," The equation of the plane containing the straight line $\frac{x}{2}=\frac{y}{3}=\frac{z}{4}$ and perpendicular to the plane containing the straight lines $\frac{x}{3}=\frac{y}{4}=\frac{z}{2}$ and $\frac{x}{4}=\frac{y}{2}=\frac{z}{3}$ is
(a) $5 x+2 y-4 z=0$
(b) $x+2 y-2 z=0$
(c) $3 x+2 y-3 z=0$
(d) $x-2 y+z=0$
",3D
36," The plane through the intersection of the planes $x+y+z=1$ and $2 x+3 y-z+4=0$ and parallel to $Y$-axis also passes through the point

(a) $(3,3,-1)$
(b) $(-3,1,1)$
(c) $(3,2,1)$
(d) $(-3,0,-1)$
",3D
37," The equation of the line passing through $(-4,3,1)$, parallel to the plane $x+2 y-z-5=0$ and intersecting the line
 $\frac{x+1}{-3}=\frac{y-3}{2}=\frac{z-2}{-1}$ is
(a) $\frac{x+4}{3}=\frac{y-3}{-1}=\frac{z-1}{1}$
(b) $\frac{x+4}{-1}=\frac{y-3}{1}=\frac{z-1}{1}$
(c) $\frac{x+4}{1}=\frac{y-3}{1}=\frac{z-1}{3}$
(d) $\frac{x-4}{2}=\frac{y+3}{1}=\frac{z+1}{4}$
",3D
38," If $L_1$ is the line of intersection of the planes $2 x-2 y+3 z-2=0, x-y+z+1=0$ and $L_2$ is the line of intersection of the planes $x+2 y-z-3=0$, $3 x-y+2 z-1=0$, then the distance of the origin from the plane, containing the lines $L_1$ and $L_2$ is

(a) $\frac{1}{4 \sqrt{2}}$
(b) $\frac{1}{3 \sqrt{2}}$
(c) $\frac{1}{2 \sqrt{2}}$
(d) $\frac{1}{\sqrt{2}}$
",3D
39," The length of the projection of the line segment joining the points $(5,-1,4)$ and $(4,-1,3)$ on the plane, $x+y+z=7$ is

(a) $\frac{2}{\sqrt{3}}$
(b) $\frac{2}{3}$
(c) $\frac{1}{3}$
(d) $\sqrt{\frac{2}{3}}$
",3D
40," The length of the projection of the line segment joining the points $(5,-1,4)$ and $(4,-1,3)$ on the plane, $x+y+z=7$ is

(a) $\frac{2}{\sqrt{3}}$
(b) $\frac{2}{3}$
(c) $\frac{1}{3}$
(d) $\sqrt{\frac{2}{3}}$
",3D
41," Let $\mathbf{u}$ be a vector coplanar with the vectors $\mathbf{a}=2 \hat{\mathbf{i}}+3 \hat{\mathbf{j}}-\hat{\mathbf{k}}$ and $\mathbf{b}=\hat{\mathbf{j}}+\hat{\mathbf{k}}$. If $\mathbf{u}$ is perpendicular to $\mathbf{a}$ and $\mathbf{u} \cdot \mathbf{b}=24$, then $|\mathbf{u}|^2$ is equal to

(a) 336
(b) 315
(c) 256
(d) 84
",3D
42," If the image of the point $P(1,-2,3)$ in the plane $2 x+3 y-4 z+22=0$ measured parallel to the line $\frac{x}{1}=\frac{y}{4}=\frac{z}{5}$ is $Q$, then $P Q$ is equal to

(a) $3 \sqrt{5}$
(b) $2 \sqrt{42}$
(c) $\sqrt{42}$
(d) $6 \sqrt{5}$
",3D
43," The distance of the point $(1,3,-7)$ from the plane passing through the point $(1,-1,-1)$ having normal perpendicular to both the lines $\frac{x-1}{1}=\frac{y+2}{-2}=\frac{z-4}{3}$ and $\frac{x-2}{2}=\frac{y+1}{-1}=\frac{z+7}{-1}$, is
(a) $\frac{20}{\sqrt{74}}$ units
(b) $\frac{10}{\sqrt{83}}$ units
(c) $\frac{5}{\sqrt{83}}$ units
(d) $\frac{10}{\sqrt{74}}$ units

",3D
44," The equation of the plane passing through the point $(1,1,1)$ and perpendicular to the planes $2 x+y-2 z=5$ and $3 x-6 y-2 z=7$ is

(a) $14 x+2 y-15 z=1$
(b) $-14 x+2 y+15 z=3$
(c) $14 x-2 y+15 z=27$
(d) $14 x+2 y+15 z=31$
",3D
45," Let $P$ be the image of the point $(3,1,7)$ with respect to the plane $x-y+z=3$. Then, the equation of the plane passing through $P$ and containing the straight line $\frac{x}{1}=\frac{y}{2}=\frac{z}{1}$ is

(a) $x+y-3 z=0$
(b) $3 x+z=0$
(c) $x-4 y+7 z=0$
(d) $2 x-y=0$
",3D
46," The equation of the plane containing the lines $2 x-5 y+z=3, x+y+4 z=5$ and parallel to the plane $x+3 y+6 z=1$ is

(a) $2 x+6 y+12 z=13$
(b) $x+3 y+6 z=-7$
(c) $x+3 y+6 z=7$
(d) $2 x+6 y+12 x=-13$
",3D
47," The distance of the point $(1,0,2)$ from the point of intersection of the line $\frac{x-2}{3}=\frac{y+1}{4}=\frac{z-2}{12}$ and the plane $x-y+z=16$ is

(a) $2 \sqrt{14}$
(b) 8
(c) $3 \sqrt{21}$
(d) 13
",3D
48," The image of the line $\frac{x-1}{3}=\frac{y-3}{1}=\frac{z-4}{-5}$ in the plane $2 x-y+z+3=0$ is the line

(a) $\frac{x+3}{3}=\frac{y-5}{1}=\frac{z-2}{-5}$
(b) $\frac{x+3}{-3}=\frac{y-5}{-1}=\frac{z+2}{5}$
(c) $\frac{x-3}{3}=\frac{y+5}{1}=\frac{z-2}{-5}$
(d) $\frac{x-3}{-3}=\frac{y+5}{-1}=\frac{z-2}{5}$
",3D
49," Perpendicular are drawn from points on the line $\frac{x+2}{2}=\frac{y+1}{-1}=\frac{z}{3}$ to the plane $x+y+z=3$. The feet of perpendiculars lie on the line

(a) $\frac{x}{5}=\frac{y-1}{8}=\frac{z-2}{-13}$
(b) $\frac{x}{2}=\frac{y-1}{3}=\frac{z-2}{-5}$
(c) $\frac{x}{4}=\frac{y-1}{3}=\frac{z-2}{-7}$
(d) $\frac{x}{2}=\frac{y-1}{-7}=\frac{z-2}{5}$
",3D
50," Distance between two parallel planes $2 x+y+2 z=8$ and $4 x+2 y+4 z+5=0$ is

(a) $\frac{3}{2}$
(b) $\frac{5}{2}$
(c) $\frac{7}{2}$
(d) $\frac{9}{2}$
",3D
51," The equation of a plane passing through the line of intersection of the planes $x+2 y+3 z=2$ and $x-y+z=3$ and at a distance $2 / \sqrt{3}$ from the point $(3,1,-1)$ is

(a) $5 x-11 y+z=17$
(b) $\sqrt{2} x+y=3 \sqrt{2}-1$
(c) $x+y+z=\sqrt{3}$
(d) $x-\sqrt{2} y=1-\sqrt{2}$
",3D
52," The point $P$ is the intersection of the straight line joining the points $Q(2,3,5)$ and $R(1,-1,4)$ with the plane $5 x-4 y-z=1$. If $S$ is the foot of the perpendicular drawn from the point $T(2,1,4)$ to $Q R$, then the length of the line segment $P S$ is

(a) $\frac{1}{\sqrt{2}}$
(b) $\sqrt{2}$
(c) 2
(d) $2 \sqrt{2}$
",3D
53," If the distance of the point $P(1,-2,1)$ from the plane $x+2 y-2 z=\alpha$, where $\alpha>0$, is 5 , then the foot of the perpendicular form $P$ to the plane is

(a) $\left(\frac{8}{3}, \frac{4}{3},-\frac{7}{3}\right)$
(b) $\left(\frac{4}{3}, \frac{4}{3}, \frac{1}{3}\right)$
(c) $\left(\frac{1}{3}, \frac{2}{3}, \frac{10}{3}\right)$
(d) $\left(\frac{2}{3}, \frac{1}{3}, \frac{5}{2}\right)$
",3D
54," Equation of the plane containing the straight line $\frac{x}{2}=\frac{y}{3}=\frac{z}{4}$ and perpendicular to the plane containing the staight lines $\frac{x}{3}=\frac{y}{4}=\frac{z}{2}$ and $\frac{x}{4}=\frac{y}{2}=\frac{z}{3}$ is

(a) $x+2 y-2 z=0$
(b) $3 x+2 y-2 z=0$
(c) $x-2 y+z=0$
(d) $5 x+2 y-4 z=0$
",3D
55," A line with positive direction cosines passes through the point $P(2,-1,2)$ and makes equal angles with the coordinate axes. The line meets the plane $2 x+y+z=9$ at point $Q$. The length of the line segment $P Q$ equals

(a) 1
(b) $\sqrt{2}$
(c) $\sqrt{3}$
(d) 2
",3D
56," If $P$ is $(3,2,6)$ is a point in space and $Q$ be a point on the line $\overrightarrow{\mathbf{r}}=(\hat{\mathbf{i}}-\hat{\mathbf{j}}+2 \hat{\mathbf{k}})+\mu(-3 \hat{\mathbf{i}}+\hat{\mathbf{j}}+5 \hat{\mathbf{k}})$. Then, the value of $\mu$ for which the vector $\mathbf{P Q}$ is parallel to the plane $x-4 y+3 z=1$, is

(a) $\frac{1}{4}$
(b) $-\frac{1}{4}$
(c) $\frac{1}{8}$
(d) $-\frac{1}{8}$
",3D
57," A plane passes through $(1,-2,1)$ and is perpendicular to two planes $2 x-2 y+z=0$ and $x-y+2 z=4$, then the distance of the plane from the point $(1,2,2)$ is
(a) 0
(b) 1
(c) $\sqrt{2}$

(d) $2 \sqrt{2}$
",3D
58," A plane passes through $(1,-2,1)$ and is perpendicular to two planes $2 x-2 y+z=0$ and $x-y+2 z=4$, then the distance of the plane from the point $(1,2,2)$ is
(a) 0
(b) 1
(c) $\sqrt{2}$

(d) $2 \sqrt{2}$
",3D
59," A variable plane $\frac{x}{a}+\frac{y}{b}+\frac{z}{c}=1$ at a unit distance from origin cuts the coordinate axes at $A, B$ and $C$. Centroid $(x, y, z)$ satisfies the equation $\frac{1}{x^2}+\frac{1}{y^2}+\frac{1}{z^2}=K$. The value of $K$ is
$$
(a) 9
(b) 3
(c) $1 / 9$
(d) $1 / 3$
",3D
60," The value of $k$ such that $\frac{x-4}{1}=\frac{y-2}{1}=\frac{z-k}{2}$ lies in the plane $2 x-4 y+z=7$, is

(a) 7
(b) -7
(c) No real value
(d) 4
",3D
61," Consider a pyramid $O P Q R S$ located in the first octant $(x \geq 0, y \geq 0, z \geq 0$ ) with $O$ as origin, and $O P$ and $O R$ along the $X$-axis and the $Y$-axis, respectively. The base $O P Q R$ of the pyramid is a square with $O P=3$. The point $S$ is directly above the mid-point $T$ of diagonal $O Q$ such that $T S=3$. Then,

(a) the acute angle between $O Q$ and $O S$ is $\frac{\pi}{3}$
(b) the equation of the plane containing the $\triangle O Q S$ is $x-y=0$
(c) the length of the perpendicular from $P$ to the plane containing the $\triangle O Q S$ is $\frac{3}{\sqrt{2}}$
(d) the perpendicular distance from $O$ to the straight line containing $R S$ is $\sqrt{\frac{15}{2}}$
",3D
62," In $R^3$, consider the planes $P_1: y=0$ and $P_2: x+z=1$. Let $P_3$ be a plane, different from $P_1$ and $P_2$, which passes through the intersection of $P_1$ and $P_2$ If the distance of the point $(0,1,0)$ from $P_3$ is 1 and the distance of a point $(\alpha, \beta, \gamma)$ from $P_3$ is 2 , then which of the following relation(s) is/are true?

(a) $2 \alpha+\beta+2 \gamma+2=0$
(b) $2 \alpha-\beta+2 \gamma+4=0$
(c) $2 \alpha+\beta-2 \gamma-10=0$
(d) $2 \alpha-\beta+2 \gamma-8=0$
",3D
63," In $R^3$, let $L$ be a straight line passing through the origin. Suppose that all the points on $L$ are at a constant distance from the two planes $P_1: x+2 y-z+1=0$ and $P_2: 2 x-y+z-1=0$. Let $M$ be the locus of the foot of the perpendiculars drawn from the points on $L$ to the plane $P_1$. Which of the following point(s) lie(s) on $M$ ?

(a) $\left(0,-\frac{5}{6},-\frac{2}{3}\right)$
(b) $\left(-\frac{1}{6},-\frac{1}{3}, \frac{1}{6}\right)$
(c) $\left(-\frac{5}{6}, 0, \frac{1}{6}\right)$
(d) $\left(-\frac{1}{3}, 0, \frac{2}{3}\right)$
",3D
64," Let $P_1: 2 x+y-z=3$ and $P_2: x+2 y+z=2$ be two planes. Then, which of the following statement(s) is (are) TRUE?

(a) The line of intersection of $P_1$ and $P_2$ has direction ratios $1,2,-1$
(b) The line $\frac{3 x-4}{9}=\frac{1-3 y}{9}=\frac{z}{3}$ is perpendicular to the line of intersection of $P_1$ and $P_2$
(c) The acute angle between $P_1$ and $P_2$ is $60^{\circ}$
(d) If $P_3$ is the plane passing through the point $(4,2,-2)$ and perpendicular to the line of intersection of $P_1$ and $P_2$, then the distance of the point $(2,1,1)$ from the plane $P_3$ is $\frac{2}{\sqrt{3}}$
",3D
65," If the straight lines $\frac{x-1}{2}=\frac{y+1}{K}=\frac{z}{2}$ and $\frac{x+1}{5}=\frac{y+1}{2}=\frac{z}{k}$ are coplanar, then the plane(s) containing these two lines is/are

(a) $y+2 z=-1$
(b) $y+z=-1$
(c) $y-z=-1$
(d) $y-2 z=-1$
",3D
66," Let $P$ be a point in the first octant, whose image $Q$ in the plane $x+y=3$ (that is, the line segment $P Q$ is perpendicular to the plane $x+y=3$ and the mid-point of $P Q$ lies in the plane $x+y=3$ ) lies on the $Z$-axis. Let the distance of $P$ from the $X$-axis be 5 . If $R$ is the image of $P$ in the $X Y$-plane, then the length of $P R$ is

Passage Based Problems
Read the following passage and answer the questions. Consider the lines
$$
L_1: \frac{x+1}{3}=\frac{y+2}{1}=\frac{z+1}{2}, L_2: \frac{x-2}{1}=\frac{y+2}{2}=\frac{z-3}{3}
$$
$$
",3D
67," The distance of the point $(1,1,1)$ from the plane passing through the point $(-1,-2,-1)$ and whose normal is perpendicular to both the lines $L_1$ and $L_2$, is
(a) $2 / \sqrt{75}$ unit
(b) $7 / \sqrt{75}$ unit
(c) $13 / \sqrt{75}$ units
(d) $23 / \sqrt{75}$ units
",3D
68," The shortest distance between $L_1$ and $L_2$ is
(a) 0 unit
(b) $17 / \sqrt{3}$ units
(c) $41 / 5 \sqrt{3}$ unit
(d) $17 / 5 \sqrt{3}$ units
",3D
69," The unit vector perpendicular to both $L_1$ and $L_2$ is
(a) $\frac{-\hat{\mathbf{i}}+7 \hat{\mathbf{j}}+7 \hat{\mathbf{k}}}{\sqrt{99}}$
(b) $\frac{-\hat{\mathbf{i}}-7 \hat{\mathbf{j}}+5 \hat{\mathbf{k}}}{5 \sqrt{3}}$
(c) $\frac{-\hat{\mathbf{i}}+7 \hat{\mathbf{j}}+5 \hat{\mathbf{k}}}{5 \sqrt{3}}$
(d) $\frac{7 \hat{\mathbf{i}}-7 \hat{\mathbf{j}}-\hat{\mathbf{k}}}{\sqrt{99}}$
",3D
70," Consider three planes $P_1: x-y+z=1$
$$
\begin{aligned}
& P_2: x+y-z=-1 \\
& P_3: x-3 y+3 z=2
\end{aligned}
$$
and
Let $L_1, L_2, L_3$ be the lines of intersection of the planes $P_2$ and $P_3, P_3$ and $P_1, P_1$ and $P_2$, respectively.
Statement I Atleast two of the lines $L_1, L_2$ and $L_3$ are non-parallel.
Statement II The three planes do not have a common point.

",3D
71," Consider the planes $3 x-6 y-2 z=15$ and $2 x+y-2 z=5$.
Statement I The parametric equations of the line of intersection of the given planes are $x=3+14 t$, $y=1+2 t, z=15 t$.
Statement II The vectors $14 \hat{\mathbf{i}}+2 \hat{\mathbf{j}}+15 \hat{\mathbf{k}}$ is parallel to the line of intersection of the given planes.

",3D
