,text,unit
33," Specialised epidermal cells surrounding the guard cells are called

(1) bulliform cells

(2) lenticels

(3) complementary cells

(4) subsidiary cells.

",Anatomy of Flowering Plants
34," Vascular bundles in monocotyledons are considered closed because

(1) there are no vessels with perforations

(2) xylem is surrounded all around by phloem

(3) a bundle sheath surrounds each bundle

(4) cambium is absent.

",Anatomy of Flowering Plants
35," Which of the following statements is not true for stomatal
apparatus?

(1) Guard cells invariably possess chloroplasts and mitochondria.

(2) Guard cells are always surrounded by subsidiary cells.

(3) Stomata are involved in gaseous exchange.

(4) Inner wall of guard cells are thick.

",Anatomy of Flowering Plants
36," Closed vascular bundles lack

(1) ground tissue

(2) conjunctive tissue

(3) cambium

(4) pith.

",Anatomy of Flowering Plants
37," Ground tissue includes

(1) all tissues external to endodermis

(2) all tissues except epidermis and vascular bundles

(3) epidermis and cortex

(4) all tissues internal to endodermis.

",Anatomy of Flowering Plants
38," Some vascular bundles are described as open because these

(1) are surrounded by pericycle but no endodermis

(2) are capable of producing secondary xylem and phloem

(3) possess conjunctive tissue between xylem and phloem

(4) are not surrounded by pericycle.

",Anatomy of Flowering Plants
40," In barley stem vascular bundles are

(1) closed and scattered

(2) open and in a ring

(3) closed and radial

(4) open and scattered.

",Anatomy of Flowering Plants
41," A bicollateral vascular bundle is characterised by

(1) phloem being sandwiched between xylem

(2) transverse splitting of vascular bundle

(3) longitudinal splitting of vascular bundle

(4) xylem being sandwiched between phloem.

",Anatomy of Flowering Plants
42," The transverse section of a plant shows following anatomical
features :

(i) Large number of scattered vascular bundles

surrounded by bundle sheath

(ii) Large conspicuous parenchymatous ground tissue

(iii) vascular bundles conjoint and closed

(iv) phloem parenchyma absent

Identify the category of plant and its part.

(1) Monocotyledonous stem

(2) Monocotyledonous root

(3) Dicotyledonous stem

(4) Dicotyledonous root

",Anatomy of Flowering Plants
43," Grass leaves curl inwards during very dry weather. Select the most
appropriate reason from the following.

(1) Tyloses in vessels

(2) Closure of stomata

(3) Flaccidity of bulliform cells

(4) Shrinkage of air spaces in spongy mesophyll

",Anatomy of Flowering Plants
44," In the dicot root the vascular cambium originates from

(1) tissue located below the phloem bundles and a portion of pericycle
tissue above protoxylem

(2) cortical region

(3) parenchyma between endodermis and pericycle

(4) intrafascicular and interfascicular tissue in a ring.

",Anatomy of Flowering Plants
45," Casparian strips occur in

(1) epidermis

(2) pericycle

(3) cortex

(4) endodermis.

",Anatomy of Flowering Plants
46," Root hair develop from the region of

(1) elongation

(2) root cap

(3) meristematic activity

(4) maturation.

",Anatomy of Flowering Plants
47," Cortex is the region found between

(1) epidermis and stele

(2) pericycle and endodermis

(3) endodermis and pith

(4) endodermis and vascular bundle.

",Anatomy of Flowering Plants
48," A major characteristic of monocot root is the presence of

(1) vasculature without cambium

(2) cambium sandwiched between phloem and xylem along the radius

(3) open vascular bundles

(4) scattered vascular bundles.

",Anatomy of Flowering Plants
49," You are given a fairly old piece of dicot stem and a dicot root.
Which of the following anatomical structures will you use to distinguish
between the two?

(1) Secondary xylem

(2) Secondary phloem

(3) Protoxylem

(4) Cortical cells

",Anatomy of Flowering Plants
50," Water containing cavities in vascular bundles are found in

(1) sunflower

(2) maize

(3) Cycas

(4) Pinus.

",Anatomy of Flowering Plants
51," As compared to a dicot root, a monocot root has

(1) more abundant secondary xylem

(2) many xylem bundles

(3) inconspicuous annual rings

(4) relatively thicker periderm.

",Anatomy of Flowering Plants
52," Palisade parenchyma is absent in leaves of

(1) mustard

(2) soybean

(3) gram

(4) Sorghum.

",Anatomy of Flowering Plants
53," The annular and spirally thickened conducting elements generally
develop in the protoxylem when the root or stem is

(1) elongating

(2) widening

(3) differentiating

(4) maturing.

",Anatomy of Flowering Plants
54," Anatomically fairly old dicotyledonous root is distinguished from
the dicotyledonous stem by

(1) absence of secondary phloem

(2) presence of cortex

(3) position of protoxylem

(4) absence of secondary xylem.

",Anatomy of Flowering Plants
55," Passage cells are thin walled cells found in

(1) phloem elements that serve as entry points for substance for
transport to other plant parts

(2) testa of seeds to enable emergence of growing embryonic axis during
seed germination

(3) central region of style through which the pollen tube grows towards
the ovary

(4) endodermis of roots facilitating rapid transport of water from
cortex to pericycle.

",Anatomy of Flowering Plants
56," In a woody dicotyledonous tree, which of the following parts will
mainly consist of primary tissues?

(1) All parts

(2) Stem and root

(3) Flowers, fruits and leaves

(4) Shoot tips and root tips

",Anatomy of Flowering Plants
57," Four radial vascular bundle are found in

(1) dicot root

(2) monocot root

(3) dicot stem

(4) monocot stem.

",Anatomy of Flowering Plants
58," What happens in plants during vascularisation?

(1) Differentiation of procambium, formation of primary phloem followed
by formation of primary xylem

(2) Differentiation of procambium followed by the formation of primary
phloem and xylem simultaneously

(3) Formation of procambium, primary phloem and xylem simultaneously

(4) Differentiation of procambium followed by the formation of secondary
xylem

",Anatomy of Flowering Plants
59," Casparian strips are found in

(1) epidermis

(2) hypodermis

(3) periderm

(4) endodermis.

",Anatomy of Flowering Plants
60," Casparian strip occurs in a

(1) endodermis

(2) exodermis

(3) pericycle

(4) epidermis.

",Anatomy of Flowering Plants
61," A plant bears fruit, has a column of vascular tissue and a tap root
system. This plant is a

(1) angiosperm and dicot

(2) gymnosperm and dicot

(3) angiosperm and monocot

(4) gymnosperm and monocot.

",Anatomy of Flowering Plants
62," Where do the Casparian bands occur?

(1) Epidermis

(2) Endodermis

(3) Pericycle

(4) Phloem

",Anatomy of Flowering Plants
63," A narrow layer of thin walled cells found between phloem/bark and
wood of a dicot is

(1) cork cambium

(2) vascular cambium

(3) endodermis

(4) pericycle.

",Anatomy of Flowering Plants
64," What is true about a monocot leaf?

(1) Reticulate venation

(2) Absence of bulliform cells from epidermis

(3) Mesophyll not differentiated into palisade and spongy tissues

(4) Well differentiated mesophyll

",Anatomy of Flowering Plants
65," Pericycle of roots produces

(1) mechanical support

(2) lateral roots

(3) vascular bundles

(4) adventitious buds.

",Anatomy of Flowering Plants
66," Monocot leaves possess

(1) intercalary meristem

(2) lateral meristem

(3) apical meristem

(4) mass meristem.

",Anatomy of Flowering Plants
67," Pith and cortex do not differentiate in

(1) monocot stem

(2) dicot stem

(3) monocot root

(4) dicot root.

",Anatomy of Flowering Plants
68," Identify the incorrect statement.

(1) Heartwood does not conduct water but gives mechanical support.

(2) Sapwood is involved in conduction of water and minerals from root to
leaf.

(3) Sapwood is the innermost secondary xylem and is lighter in colour.

(4) Due to deposition of tannins, resins, oils, etc., heartwood is dark
in colour.

",Anatomy of Flowering Plants
69," Which of the statements given below is not true about formation of
annual rings in trees?

(1) Annual rings are not prominent in trees of temperate region.

(2) Annual ring is a combination of spring wood and autumn wood produced
in a year.

(3) Differential activity of cambium causes light and dark bands of
tissue-early and late wood respectively.

(4) Activity of cambium depends upon variation in climate.

",Anatomy of Flowering Plants
70," Secondary xylem and phloem in dicot stem are produced by

(1) apical meristems

(2) vascular cambium

(3) phellogen

(4) axillary meristems.

",Anatomy of Flowering Plants
71," Plants having little or no secondary growth are

(1) grasses

(2) deciduous angiosperms

(3) conifers

(4) cycads.

",Anatomy of Flowering Plants
72," The vascular cambium normally gives rise to

(1) primary phloem

(2) secondary xylem

(3) periderm

(4) phelloderm.

",Anatomy of Flowering Plants
73," Which of the following is made up of dead cells?

(1) Collenchyma

(2) Phellem

(3) Phloem

(4) Xylem parenchyma

",Anatomy of Flowering Plants
74," Identify the wrong statement in context of heartwood.

(1) It is highly durable.

(2) It conducts water and minerals efficiently.

(3) It comprises dead elements with highly lignified walls.

(4) Organic compounds are deposited in it.

",Anatomy of Flowering Plants
75," The balloon-shaped structures called tyloses

(1) originate in the lumen of vessels

(2) characterise the sapwood

(3) are extensions of xylem parenchyma cells into vessels

(4) are linked to the ascent of sap through xylem vessels.

",Anatomy of Flowering Plants
76," Read the different components from (i) to (iv) in the list given
below and tell the correct order of the components with reference to
their arrangement

from outer side to inner side in a woody dicot stem.

(i) Secondary cortex

(ii) Wood

(iii) Secondary phloem (iv) Phellem

The correct order is

(1) (iv), (i), (iii), (ii)

(2) (iv), (iii), (i), (ii)

(3) (iii), (iv), (ii), (i)

(4) (i), (ii), (iv), (iii).

",Anatomy of Flowering Plants
77," Lenticels are involved in

(1) food transport

(2) photosynthesis

(3) transpiration

(4) gaseous exchange.

",Anatomy of Flowering Plants
78," Age of a tree can be estimated by

(1) number of annual rings

(2) diameter of its heartwood

(3) its height and girth

(4) biomass.

",Anatomy of Flowering Plants
79," Interfascicular cambium develops from the cells of

(1) endodermis

(2) pericycle

(3) medullary rays

(4) xylem parenchyma.

",Anatomy of Flowering Plants
80," The common bottle cork is a product of

(1) dermatogen

(2) phellogen

(3) xylem

(4) vascular cambium.

",Anatomy of Flowering Plants
81," The cork cambium, cork and secondary cortex are collectively called

(1) phelloderm

(2) phellogen

(3) periderm

(4) phellem.

",Anatomy of Flowering Plants
82," Heartwood differs from sapwood in

(1) presence of rays and fibres

(2) absence of vessels and parenchyma

(3) having dead and non-conducting elements

(4) being susceptible to pests and pathogens.

",Anatomy of Flowering Plants
83," Vascular tissues in flowering plants develop from

(1) periblem

(2) dermatogen

(3) phellogen

(4) plerome.

",Anatomy of Flowering Plants
84," For a critical study of secondary growth in plants, which one of the
following pairs is suitable?

(1) Teak and pine

(2) Deodar and fern

(3) Wheat and maiden hair fern

(4) Sugarcane and sunflower

",Anatomy of Flowering Plants
85," Diffuse porous woods are characteristic of plants growing in

(1) alpine region

(2) cold winter regions

(3) temperature climate

(4) tropics.

",Anatomy of Flowering Plants
86," Which of the following meristems is responsible for extrastelar
secondary growth in dicotyledonous stem?

(1) Interfascicular cambium

(2) Intercalary meristem

(3) Phellogen

(4) Intrafascicular cambium

",Anatomy of Flowering Plants
87," The periderm includes

(1) secondary phloem

(2) cork

(3) cambium

(4) all of these.

",Anatomy of Flowering Plants
88," As a tree grows older, which of the following increases more rapidly
in thickness?

(1) Heart wood

(2) Sapwood

(3) Phloem

(4) Cortex

",Anatomy of Flowering Plants
89," Periderm is produced by

(1) vascular cambium

(2) fascicular cambium

(3) phellogen

(4) intrafascicular cambium.

",Anatomy of Flowering Plants
90," Which exposed wood will decay faster?

(1) Sapwood

(2) Softwood

(3) Wood with lot of fibres

(4) Heartwood

",Anatomy of Flowering Plants
91," Abnormal/anomalous secondary growth occurs in

(1) Dracaena

(2) ginger

(3) wheat

(4) sunflower.

",Anatomy of Flowering Plants
92," Vascular cambium produces

(1) primary xylem and primary phloem

(2) secondary xylem and secondary phloem

(3) primary xylem and secondary phloem

(4) secondary xylem and primary phloem.

",Anatomy of Flowering Plants
93," Out of diffuse porous and ring porous woods, which is correct?

(1) Ring porous wood carries more water for short period.

(2) Diffuse porous wood carries more water.

(3) Ring porous wood carries more water when need is higher.

(4) Diffuse porous wood is less specialised but conducts water rapidly
throughout.

",Anatomy of Flowering Plants
94," Cork is formed from

(1) cork cambium (phellogen)

(2) vascular cambium

(3) phloem

(4) xylem.

",Anatomy of Flowering Plants
95," Consider following features.

(1) Organ system level of organisation

(2) Bilateral symmetry

(3) True coelomates with segmentation of body

Select the correct option of animal groups which possess all the above
characteristics.

(1) Annelida, Mollusca and Chordata

(2) Annelida, Arthropoda and Chordata

(3) Annelida, Arthropoda and Mollusca

(4) Arthropoda, Mollusca and Chordata

",Animal Kingdom
96," Which of the following animals are true coelomates with bilateral
symmetry?

(1) Adult Echinoderms

(2) Aschelminthes

(3) Platyhelminthes

(4) Annelids

",Animal Kingdom
97," Which one of the following kinds of animals aretriploblastic?

(1) Flatworms

(2) Sponges

(3) Ctenophores

(4) Corals

",Animal Kingdom
98," Which one of the following statements about certain given animals is
correct?

(1) Roundworms (Aschelminthes) are pseudocoelomates.

(2) Molluscs are acoelomates.

(3) Insects are pseudocoelomates.

(4) Flatworms (Platyhelminthes) are coelomates.

",Animal Kingdom
99," Which one of the following groups of animals is bilaterally
symmetrical and triploblastic?

(1) Aschelminthes (roundworms)

(2) Ctenophores

(3) Sponges

(4) Coelenterates (cnidarians)

",Animal Kingdom
100," Metameric segmentation is the characteristic of

(1) mollusca and chordata

(2) platyhelminthes and arthropoda

(3) echinodermata and annelida

(4) annelida and arthropoda.

",Animal Kingdom
101," The animals with bilateral symmetry in young stage and radial
pentamerous symmetry in the adult stage, belong to the Phylum

(1) Annelida

(2) Mollusca

(3) Cnidaria

(4) Echinodermata.

",Animal Kingdom
102," Which of the following animals have scattered cells with cell -
tissue grade organisation?

(1) Sponge

(2) Hydra

(3) Liver fluke

(4) Ascaris

",Animal Kingdom
103," Coelom is found between

(1) body wall and ectoderm

(2) ectoderm and endoderm

(3) mesoderm and body wall (endoderm)

(4) mesoderm and ectoderm.

",Animal Kingdom
104," Besides annelida and arthropoda, the metamerism is exhibited by

(1) mollusca

(2) acanthocephala

(3) cestoda

(4) chordata.

",Animal Kingdom
105," Bilaterally symmetrical and acoelomate animals are exemplified by

(1) ctenophora

(2) platyhelminthes

(3) aschelminthes

(4) annelida.

",Animal Kingdom
107," Which of the following statements are true for the Phylum Chordata?

(A) In Urochordata, notochord extends from head to tail and it is
present throughout their life.

(B) In Vertebrata, notochord is present during the embryonic period
only.

(C) Central nervous system is dorsal and hollow.

(D) Chordata is divided into 3 subphyla :

Hemichordata, Tunicata and Cephalochordata.

(1) (D) and (C)

(2) (C) and (A)

(3) (A) and (B)

(4) (B) and (C)

",Animal Kingdom
110," Match the following genera with their respective phylum.

(1) Ophiura (i) Mollusca

(2) Physalia (ii) Platyhelminthes

(3) Pinctada (iii) Echinodermata

(4) Planaria (iv) Coelenterata

Select the correct option.

(1) (1)-(iv), (2)-(i), (3)-(iii), (4)-(ii)

(2) (1)-(iii), (2)-(iv), (3)-(i), (4)-(ii)

(3) (1)-(i), (2)-(iii), (3)-(iv), (4)-(ii)

(4) (1)-(iii), (2)-(iv), (3)-(ii), (4)-(i)

",Animal Kingdom
111," Which of the following animals does not undergo metamorphosis?

(1) Earthworm

(2) Tunicate

(3) Moth

(4) Starfish

",Animal Kingdom
112," Identify the vertebrate group of animals characterized by crop and
gizzard in its digestive system.

(1) Amphibia

(2) Reptilia

(3) Aves

(4) Osteichthyes

",Animal Kingdom
113," Which one of these animals is not a homeotherm?

(1) Macropus

(2) Chelone

(3) Camelus

(4) Psittacula

",Animal Kingdom
114," Important characteristic that hemichordates share with chordates is

(1) ventral tubular nerve cord

(2) pharynx with gill slits

(3) pharynx without gill slits

(4) absence of notochord.

",Animal Kingdom
115," Which among these is the correct combination of aquatic mammals?

(1) Dolphins, Seals, Trygon

(2) Whales, Dolphins, Seals

(3) Trygon, Whales, Seals

(4) Seals, Dolphins, Sharks

",Animal Kingdom
116," Which of the following represents order of `Horse'?

(1) Perissodactyla

(2) Caballus

(3) Ferus

(4) Equidae

",Animal Kingdom
117," In case of poriferans, the spongocoel is lined with flagellated
cells called

(1) oscula

(2) choanocytes

(3) mesenchymal cells

(4) ostia.

",Animal Kingdom
118," Choose the correct statement.

(1) All mammals are viviparous.

(2) All cyclostomes do not possess jaws and paired fins.

(3) All reptiles have a three-chambered heart.

(4) All pisces have gills covered by an operculum.

",Animal Kingdom
119," Which one of the following characteristics is not shared by birds
and mammals?

(1) Viviparity

(2) Warm blooded nature

(3) Ossified endoskeleton

(4) Breathing using lungs

",Animal Kingdom
120," Which of the following characteristic features always holds true for
the corresponding group of animals?

(1) Possess a mouth with an Chordata upper and a lower jaw

(2) 3--chambered heart with Reptilia one incompletely divided ventricle

(3) Cartilaginous endoskeleton Chondrichthyes

(4) Viviparous Mammalia

",Animal Kingdom
121," Which of the following features is not present in the Phylum
Arthropoda?

(1) Parapodia

(2) Jointed appendages

(3) Chitinous exoskeleton

(4) Metameric segmentation

",Animal Kingdom
122," Body having meshwork of cells, internal cavities lined with food
filtering flagellated cells and indirect development are the
characteristics of Phylum

(1) Mollusca

(2) Protozoa

(3) Coelenterata

(4) Porifera.

",Animal Kingdom
123," Metagenesis refers to

(1) occurrence of a drastic change in form during post-embryonic
development

(2) presence of a segmented body and parthenogenetic mode of
reproduction

(3) presence of different morphic forms

(4) alternation of generation between asexual and sexual phases of an
organism.

",Animal Kingdom
124," A jawless fish, which lays eggs in fresh water and whose ammocoetes
larvae after metamorphosis return to the ocean is

(1) Neomyxine

(2) Petromyzon

(3) Eptatretus

(4) Myxine.

",Animal Kingdom
125," Which of the following endoparasites of humans does show viviparity?

(1) Trichinella spiralis

(2) Ascaris lumbricoides

(3) Ancylostoma duodenale

(4) Enterobius vermicularis

",Animal Kingdom
126," Which of the following represents the correct combination without
any exception ?

\begin{longtable}[]{@{}lll@{}}
\toprule
Characteristics & Class & \\
\midrule
\endhead
(1) & Sucking and circular mouth; jaws absent, integument without
scales; paired appendages. & Cyclostomata \\
(2) & Body covered with feathers; skin moist and glandular, fore- limbs
form wings; lungs with air sacs. & Aves \\
(3) & Mammary gland; hair on body; pinnae; two pairs of body; pinnae;
two pairs of & Mammalia \\
(4) & Mouth ventral; gills without operculum; skin with placoid scales;
persistent notochord. & Chondrichthyes \\
\bottomrule
\end{longtable}

",Animal Kingdom
127," Which of the following animals is not viviparous?

(1) Platypus

(2) Whale

(3) Flying fox (Bat)

(4) Elephant

",Animal Kingdom
128,"5 cm long.

",Animal Kingdom
129," Which of the following characteristics is mainly responsible for
diversification of insects on land?

(1) Exoskeleton

(2) Eyes

(3) Segmentation

(4) Bilateral symmetry

",Animal Kingdom
130," Select the taxon mentioned that represents both marine and fresh
water species.

(1) Echinoderms

(2) Ctenophora

(3) Cephalochordata

(4) Cnidaria

",Animal Kingdom
131," Planaria possesses high capacity of

(1) metamorphosis

(2) regeneration

(3) alternation of generation

(4) bioluminescence.

",Animal Kingdom
132," A marine cartilaginous fish that can produce electric current is

(1) Pristis

(2) Torpedo

(3) Trygon

(4) Scoliodon.

",Animal Kingdom
134," Which group of animals belong to the same phylum?

(1) Prawn, Scorpion, Locusta

(2) Sponge, Sea anemone, Starfish

(3) Malarial parasite, Amoeba, Mosquito

(4) Earthworm, Pinworm, Tapeworm

",Animal Kingdom
136," One of the representatives of Phylum Arthropoda is

(1) puffer fish

(2) flying fish

(3) cuttle fish

(4) silver fish.

",Animal Kingdom
137," The characteristics of Class Reptilia are

(1) body covered with moist skin which is devoid of scales, the ear is
represented by a tympanum, alimentary canal, urinary and reproductive
tracts open into a common cloaca

(2) fresh water animals with bony endoskeleton, airbladder to regulate
buoyancy

(3) marine animals with cartilaginous endoskeleton, body covered with
placoid scales

(4) body covered with dry and cornified skin, scales over the body are
epidermal, they do not have external ears.

",Animal Kingdom
138," Which one of the following groups of animals reproduces only by
sexual means?

(1) Cnidaria

(2) Porifera

(3) Protozoa

(4) Ctenophora

",Animal Kingdom
140," Sharks and dogfishes differ from skates and rays because

(1) gill slits are ventrally placed

(2) head and trunk are widened considerably

(3) distinct demarcation between body and tail

(4) their pectoral fins distinctly marked off from cylindrical bodies.

",Animal Kingdom
143," Which one of the following categories of animals, is correctly
described with no single exception in it?

(1) All reptiles possess scales, have a three chambered heart and are
cold blooded (poikilothermal).

(2) All bony fishes have four pairs of gills and an operculum on each
side.

(3) All sponges are marine and have collared cells.

(4) All mammals are viviparous and possess diaphragm for breathing.

",Animal Kingdom
144," What will you look for to identify the sex of thefollowing?

(1) Female Ascaris-sharply curved posterior end

(2) Male frog- a copulatory pad on the first digit ofthe hind limb

(3) Female cockroach-anal cerci

(4) Male shark-claspers borne on pelvic fins

",Animal Kingdom
145," Which one of the following groups of animals is correctly matched
with its characteristic feature without any exception?

(1) Reptilia : possess 3-chambered heart with an incompletely divided
ventricle

(2) Chordata : possess a mouth with an upper and a lower jaw

(3) Chondrichthyes : possess cartilaginous endoskeleton

(4) Mammalia : give birth to young ones

",Animal Kingdom
147," Which one of the following statements is totally wrong about the
occurrence of notochord, while the other three are correct?

(1) It is present only in larval tail in ascidian.

(2) It is replaced by a vertebral column in adult frog.

(3) It is absent throughout life in humans from the very beginning.

(4) It is present throughout life in Amphioxus.

",Animal Kingdom
149," One example of animals having a single opening to the outside that
serves both as mouth as well as anus is

(1) Octopus

(2) Asterias

(3) Ascidia

(4) Fasciola.

",Animal Kingdom
150," Which one of the following statements about all the four of
Spongilla, leech, dolphin and penguin is correct?

(1) Penguin is homoiothermic while the remaining three are
poikilothermic.

(2) Leech is a fresh water form while all others are marine.

(3) Spongilla has special collared cells called choanocytes, not found
in the remaining three.

(4) All are bilaterally symmetrical.

",Animal Kingdom
151," In which one of the following organisms its excretory organs are
correctly stated?

(1) Humans -- Kidneys, sebaceous glands and tear glands

(2) Earthworm -- Pharyngeal, integumentary and septal nephridia

(3) Cockroach -- Malpighian tubules and enteric caeca

(4) Frog -- Kidneys, skin and buccal epithelium

",Animal Kingdom
152," Crocodile and penguin are similar to whale and dogfish in which one
of the following features?

(1) Possess a solid single stranded central nervous system

(2) Lay eggs and guard them till they hatch

(3) Possess bony skeleton

(4) Have gill slits at some stage

",Animal Kingdom
153," Which one of the following pairs of animals comprises `jawless
fishes'?

(1) Mackerals and rohu

(2) Lampreys and hag fishes

(3) Guppies and hag fishes

(4) Lampreys and eels

",Animal Kingdom
154," Which one of the following in birds, indicates their reptilian
ancestry?

(1) Two special chambers crop and gizzard in their digestive tract

(2) Eggs with a calcareous shell

(3) Scales on their hind limbs

(4) Four-chambered heart

",Animal Kingdom
155," Ascaris is characterized by

(1) presence of true coelom but absence of metamerism

(2) presence of true coelom and metamerism (metamerisation)

(3) absence of true coelom but presence of metamerism

(4) presence of neither true coelom nor metamerism.

",Animal Kingdom
157," Which one of the following phyla is correctly matched with its two
general characteristics?

(1) Echinodermata - pentamerous radial symmetry and mostly internal
fertilization

(2) Mollusca - normally oviparous and development through a trochophore
or veliger larva

(3) Arthropoda - body divided into head, thorax and abdomen and
respiration by tracheae

(4) Chordata - notochord at some stage and separate anal and urinary
openings to the outside.

",Animal Kingdom
158," Which one of the following is not a characteristic of Phylum
Annelida?

(1) Pseudocoelom

(2) Ventral nerve cord

(3) Closed circulatory system

(4) Segmentation

",Animal Kingdom
161," What is common between parrot, platypus and kangaroo?

(1) Toothless jaws

(2) Functional post-anal tail

(3) Ovoparity

(4) Homoiothermy

",Animal Kingdom
162," What is true about Nereis, scorpion, cockroach and silver fish?

(1) They all possess dorsal heart.

(2) None of them is aquatic.

(3) They all belong to the same phylum.

(4) They all have jointed paired appendages.

",Animal Kingdom
